"","weatherCloudCover","weatherVisibillity","weatherWindBearing","weatherWindSpeed","weatherHumidity","weatherDewPoint","weatherApparentTemperature","weatherTemperature","weatherPrecip","weatherPrecipType","weatherIcon","weatherSummary","weatherPressure","weatherOzone","weatherLat","weatherLong"
"800",0.2,10,319,6.32,0.35,33.51,61.45,61.45,0,NA,"clear-day","Clear",1014.97,326.26,35.17,-107.9
"801",0.18,10,235,5.15,0.55,48.48,65.07,65.07,0,NA,"clear-day","Clear",1015.54,318.75,32.68,-103.2
"802",0.01,10,322,4.55,0.43,43.3,66.79,66.79,0,NA,"clear-day","Clear",1015.73,323.66,32.85,-106.1
"803",0,10,313,2.73,0.35,41.82,71.19,71.19,0,NA,"clear-day","Clear",1015.18,318.73,32.3,-106.77
"804",0.26,9.97,332,0.7,0.32,32.3,62.17,62.17,0,NA,"partly-cloudy-day","Partly Cloudy",1013.6,321.4,35.65,-105.15
"805",0.42,9.91,33,3.09,0.37,33.03,59.43,59.43,0,NA,"partly-cloudy-day","Partly Cloudy",1014.48,324.4,35.88,-106.28
"806",0.38,8.75,322,8.57,0.36,36.44,63.87,63.87,0,NA,"partly-cloudy-day","Partly Cloudy",1015.82,326.37,34.98,-106.05
"807",0,10,132,1.47,0.5,47.04,66.47,66.47,0,NA,"clear-day","Clear",1015.71,323.35,32.9,-106.4
"808",0.7,9.96,123,4.66,0.26,28.97,64.85,64.85,0,NA,"partly-cloudy-day","Mostly Cloudy",1012.98,321.16,36.74,-104.5
"809",0.01,10,158,4.97,0.52,47.35,65.21,65.21,0,NA,"clear-day","Clear",1014.78,324.14,33.3,-104.53
"810",0.07,10,333,8.39,0.36,35.73,63.42,63.42,0,NA,"clear-day","Clear",1014.34,325.86,35.62,-106.08
"811",0.01,10,270,1.78,0.32,36.37,66.81,66.81,0,NA,"clear-day","Clear",1015.27,318.29,32.63,-108.17
"812",0,10,343,4.94,0.4,41.6,66.45,66.45,0,NA,"clear-day","Clear",1014.86,325.84,34.07,-106.9
"813",0.3,9.98,313,3.69,0.42,35.51,58.23,58.23,0,NA,"partly-cloudy-day","Partly Cloudy",1014.59,318.38,36.42,-105.57
"814",0,10,172,0.69,0.34,37.88,66.87,66.87,0,NA,"clear-day","Clear",1015.19,324.82,33.23,-107.27
"815",0,10,193,4.17,0.3,38.11,71.06,71.06,0,NA,"clear-day","Clear",1013.44,324.55,35.18,-103.6
"816",0,10,359,4.4,0.41,43.05,67.55,67.55,0,NA,"clear-day","Clear",1015.36,321.2,32.63,-106.4
"817",0.07,10,5,3.74,0.36,24.94,50.89,50.89,0,NA,"clear-day","Clear",1028.16,362.1,42.75,-73.8
"818",0.01,10,95,0.74,0.36,28.29,55,55,0,NA,"clear-day","Clear",1027.45,349.4,40.75,-74.37
"819",0.23,10,348,6.38,0.4,23.99,43.63,46.79,0,NA,"clear-day","Clear",1028.6,363.64,42.22,-75.98
"820",0.28,10,38,4.72,0.45,26.38,44.64,46.79,0,NA,"partly-cloudy-day","Partly Cloudy",1030.31,383.64,42.93,-78.73
"821",0.77,10,36,6.27,0.42,23.49,41.52,44.97,0,NA,"partly-cloudy-day","Mostly Cloudy",1030.41,382.5,42.97,-78.2
"822",0.08,10,24,7.32,0.4,24.75,44.1,47.56,0,NA,"clear-day","Clear",1029.06,367.2,42.17,-76.9
"823",0.02,10,65,2.62,0.42,31.06,53.51,53.51,0,NA,"clear-day","Clear",1027.44,348.27,40.73,-73.43
"824",0.02,10,11,7.77,0.43,22.89,39.28,43.76,0,NA,"clear-day","Clear",1029.94,387.03,44.05,-75.73
"825",0,10,33,3.79,0.39,25.07,47.58,48.74,0,NA,"clear-day","Clear",1028.54,369.76,43.35,-73.62
"826",0.1,10,323,5.05,0.39,24.2,45.84,48,0,NA,"clear-day","Clear",1029.33,374.94,43.23,-75.4
"827",0.14,10,53,3.83,0.48,33.05,52.18,52.18,0,NA,"clear-day","Clear",1027.35,347.93,40.78,-73.1
"828",0.07,10,342,6.93,0.47,28.36,44.43,47.69,0,NA,"clear-day","Clear",1029.32,369.98,42.48,-76.47
"829",0.42,10,34,3.2,0.41,21.73,42.78,44.09,0,NA,"partly-cloudy-day","Partly Cloudy",1029.76,377.55,42.15,-79.25
"830",0.02,10,308,5.94,0.41,21.93,40.78,44.19,0,NA,"clear-day","Clear",1031.66,391.78,44.93,-74.85
"831",0.03,10,52,3.12,0.36,25.5,51.23,51.23,0,NA,"clear-day","Clear",1027.41,353.91,41.7,-74.8
"832",0.01,10,57,1.85,0.36,27.69,53.66,53.66,0,NA,"clear-day","Clear",1026.94,349.21,40.77,-73.98
"833",0.03,10,154,4.52,0.4,28.85,52.45,52.45,0,NA,"clear-day","Clear",1027.52,348.67,40.65,-73.78
"834",0.04,10,76,4.32,0.38,28.09,53.15,53.15,0,NA,"clear-day","Clear",1027.47,349.07,40.77,-73.9
"835",0,10,357,2.37,0.36,27.05,53.59,53.59,0,NA,"clear-day","Clear",1027.5,351.68,41.5,-74.1
"836",0.56,10,62,3.76,0.52,28.23,42.97,44.72,0,NA,"partly-cloudy-day","Partly Cloudy",1030.79,386.02,43.1,-78.95
"837",0.01,10,334,2.33,0.44,23.38,43.81,43.81,0,NA,"clear-day","Clear",1031.65,391.47,44.68,-75.4
"838",0.19,10,324,6.19,0.4,22.97,42.33,45.61,0,NA,"clear-day","Clear",1028.78,369.19,42.87,-75.12
"839",0.01,10,7,5.11,0.43,23.23,41.49,44.34,0,NA,"clear-day","Clear",1030.09,384.39,44.65,-73.47
"840",0,10,353,3.49,0.37,28.43,53.92,53.92,0,NA,"clear-day","Clear",1027.54,352.12,41.63,-73.88
"841",0.2,10,33,3.78,0.44,23.28,41.9,43.8,0,NA,"clear-day","Clear",1030.93,382.75,43.12,-77.67
"842",0.4,10,31,6.11,0.44,23.42,40.22,43.8,0,NA,"partly-cloudy-day","Partly Cloudy",1030.93,382.75,43.12,-77.67
"843",0,10,324,6.09,0.4,18.88,37.4,41.43,0,NA,"clear-day","Clear",1028.89,382.38,44.38,-74.2
"844",0.06,10,36,3.09,0.37,25.17,50.63,50.63,0,NA,"clear-day","Clear",1028.29,363.9,42.85,-73.93
"845",0.3,10,322,5.05,0.43,25.26,44.37,46.76,0,NA,"partly-cloudy-day","Partly Cloudy",1030.1,377.49,43.12,-76.12
"846",0.05,10,323,4.34,0.37,22.71,45.92,47.66,0,NA,"clear-day","Clear",1029.01,373.99,43.15,-75.38
"847",0.1,10,5,6.74,0.47,25.67,40.53,44.36,0,NA,"clear-day","Clear",1029.94,388.04,44,-76.02
"848",0.02,10,57,3.65,0.49,33.51,51.89,51.89,0,NA,"clear-day","Clear",1027.28,347.79,40.85,-72.63
"849",0.08,10,83,2.19,0.41,29.69,52.85,52.85,0,NA,"clear-day","Clear",1027.37,349.34,41.07,-73.72
"850",0.49,10,133,7.11,0.46,40.54,61.37,61.37,0,NA,"partly-cloudy-day","Partly Cloudy",1022.73,326.66,35.43,-82.55
"851",0.45,9.89,10,23.69,0.74,47.11,55.19,55.19,0,NA,"wind","Breezy and Partly Cloudy",1022.67,339.45,35.27,-75.55
"852",0.1,10,67,4.78,0.36,38.5,65.95,65.95,0,NA,"clear-day","Clear",1023.76,330.72,35.22,-80.93
"853",0.09,10,32,13.93,0.49,42.88,62.46,62.46,0,NA,"clear-day","Clear",1023.58,336.32,34.9,-76.88
"854",0,10,25,11.67,0.5,39.75,58.24,58.24,0,NA,"clear-day","Clear",1025.58,338.84,36.13,-76.5
"855",0.25,9.76,5,26.08,0.73,46.13,54.6,54.6,0,NA,"wind","Windy and Partly Cloudy",1022.77,339.4,35.25,-75.5
"856",0.06,10,26,16.6,0.55,38.75,54.59,54.59,0,NA,"clear-day","Clear",1025.74,339.15,36.27,-76.18
"857",0.01,10,28,10.85,0.43,42.47,65.74,65.74,0,NA,"clear-day","Clear",1023.9,333.32,35,-78.88
"858",0.02,10,27,8.12,0.41,41.46,65.92,65.92,0,NA,"clear-day","Clear",1024.13,334.13,35.13,-78.93
"859",0.16,10,75,4.74,0.37,35.86,62.3,62.3,0,NA,"clear-day","Clear",1024.78,334.93,36.08,-79.95
"860",0.08,10,91,6.36,0.35,35.17,63.18,63.18,0,NA,"clear-day","Clear",1023.95,332.17,35.75,-81.38
"861",0.81,10,132,5.06,0.42,42.86,66.63,66.63,0,NA,"partly-cloudy-day","Mostly Cloudy",1021.93,328.44,35.9,-82.82
"862",0,10,20,13.2,0.45,44.08,66.03,66.03,0,NA,"clear-day","Clear",1024.09,334.4,34.82,-77.62
"863",0,10,23,10.85,0.47,44.62,65.18,65.18,0,NA,"clear-day","Clear",1024.2,337.19,35.32,-77.63
"864",0.01,10,44,9.07,0.4,41.3,66.08,66.08,0,NA,"clear-day","Clear",1025.07,332.34,35.03,-79.5
"865",0.09,9.94,21,21.37,0.62,40.3,52.81,52.81,0,NA,"clear-day","Clear",1024.43,340.02,35.92,-75.68
"866",0.09,10,31,11.81,0.46,41.94,62.78,62.78,0,NA,"clear-day","Clear",1023.92,336.97,35.08,-77.05
"867",0.08,10,27,12.15,0.47,44.98,66.03,66.03,0,NA,"clear-day","Clear",1023.9,334.08,34.7,-77.43
"868",0.01,10,32,8.61,0.4,41.17,65.91,65.91,0,NA,"clear-day","Clear",1025.14,334.25,35.17,-79.02
"869",0.33,10,36,6.11,0.43,40.82,63.58,63.58,0,NA,"partly-cloudy-day","Partly Cloudy",1025.02,336.89,35.87,-78.78
"870",0,10,21,10.43,0.46,42.61,63.8,63.8,0,NA,"clear-day","Clear",1025.15,337.85,35.85,-77.88
"871",0,10,25,6.76,0.44,42.16,64.3,64.3,0,NA,"clear-day","Clear",1024.42,336.8,35.33,-77.97
"872",0.01,10,40,6.65,0.43,41.36,64.02,64.02,0,NA,"clear-day","Clear",1024.83,334.08,35.24,-79.39
"873",0.05,10,36,10.54,0.48,47.99,68.3,68.3,0,NA,"clear-day","Clear",1023.15,331.39,34.27,-77.92
"874",0.06,10,81,4.42,0.38,36.6,62.32,62.32,0,NA,"clear-day","Clear",1024.69,334.64,36.13,-80.23
"875",0.02,8.82,147,15.22,0.33,36.66,66.79,66.79,0,NA,"clear-day","Clear",1012.87,347.87,46.77,-100.75
"876",0,8.4,139,13.5,0.38,32.97,58.17,58.17,0,NA,"clear-day","Clear",1015.81,350.59,48.12,-98.9
"877",0,7.66,138,13.18,0.4,32.9,57.27,57.27,0,NA,"clear-day","Clear",1015.86,350.45,48.1,-98.87
"878",0,10,148,21.81,0.22,31.68,72.54,72.54,0,NA,"clear-day","Clear",1009.35,338.14,46.78,-102.8
"879",0,7.89,124,6.62,0.32,31.93,62.24,62.24,0,NA,"clear-day","Clear",1017.44,342.07,46.9,-96.8
"880",0,8.46,142,6.4,0.37,32.38,58.76,58.76,0,NA,"clear-day","Clear",1018.44,349.63,47.95,-97.18
"881",0,8.01,148,9.02,0.35,31.03,58.56,58.56,0,NA,"clear-day","Clear",1018.41,349.56,47.97,-97.4
"882",0.01,10,133,12.06,0.32,31.64,61.6,61.6,0,NA,"clear-day","Clear",1015.94,342.69,46.92,-98.68
"883",0.32,10,106,9.96,0.37,35.56,61.85,61.85,0,NA,"partly-cloudy-day","Partly Cloudy",1016.67,338.11,46.1,-97.15
"884",0,7.66,157,18.51,0.26,32.82,68.68,68.68,0,NA,"clear-day","Clear",1013.11,350.9,48.42,-101.35
"885",0,10,141,16.79,0.25,32.82,70.17,70.17,0,NA,"clear-day","Clear",1013.13,350.79,48.27,-101.28
"886",0,10,148,18.42,0.27,33.66,68.7,68.7,0,NA,"clear-day","Clear",1013.01,348.15,47.75,-101.83
"887",0.15,10,139,20.68,0.22,32.61,74.1,74.1,0,NA,"clear-day","Clear",1006.76,340.61,48.18,-103.63
"888",0,9.07,52,3.11,0.31,28.22,59.12,59.12,0,NA,"clear-day","Clear",1025.36,360.89,39.21,-82.23
"889",0.23,8.69,65,4.37,0.33,23.2,51.33,51.33,0,NA,"clear-day","Clear",1027.8,375.11,40.92,-81.43
"890",0.04,10,57,6.28,0.39,33.47,58.1,58.1,0,NA,"clear-day","Clear",1024.86,357.89,39.05,-84.67
"891",0,8.81,57,6.36,0.39,33.22,58.28,58.28,0,NA,"clear-day","Clear",1024.99,358.84,39.1,-84.43
"892",0.41,9.33,32,12.42,0.58,30.31,38.15,44.33,0,NA,"partly-cloudy-day","Partly Cloudy",1030.13,381.09,41.52,-81.68
"893",0.4,9.46,30,8.44,0.53,31.37,43.82,47.73,0,NA,"partly-cloudy-day","Partly Cloudy",1029.2,380.81,41.57,-81.48
"894",0.64,7.83,29,8.58,0.58,32.15,41.99,46.28,0,NA,"partly-cloudy-day","Mostly Cloudy",1030.22,380.84,41.42,-81.87
"895",0.26,7.75,59,4.52,0.36,28.16,54.71,54.71,0,NA,"partly-cloudy-day","Partly Cloudy",1026.59,369.1,40,-82.88
"896",0.02,7.2,76,4.61,0.37,28.82,54.65,54.65,0,NA,"clear-day","Clear",1026.69,370.09,40.08,-83.07
"897",0.04,8.13,85,6.04,0.47,34.1,53.78,53.78,0,NA,"clear-day","Clear",1026.92,367.71,39.9,-84.2
"898",0.03,10,74,7.6,0.42,29.62,51.85,51.85,0,NA,"clear-day","Clear",1027.87,378.58,41.02,-83.67
"899",0.04,8.85,68,7.15,0.38,27.19,51.72,51.72,0,NA,"clear-day","Clear",1027.74,376.5,40.82,-82.52
"900",0.01,8.47,54,4.86,0.37,29.97,55.56,55.56,0,NA,"clear-day","Clear",1026.34,367.47,39.82,-82.93
"901",0.11,8.35,72,10.94,0.47,29.45,44.38,48.91,0,NA,"clear-day","Clear",1028.58,381.73,41.6,-83.8
"902",0.34,8.72,22,8.49,0.56,32.18,42.82,46.93,0,NA,"partly-cloudy-day","Partly Cloudy",1029.33,380.96,41.63,-81.4
"903",0.01,8.39,67,7.08,0.43,32.26,54.01,54.01,0,NA,"clear-day","Clear",1026.93,367.35,39.83,-84.05
"904",0.24,8.32,62,3.27,0.33,22.7,50.94,50.94,0,NA,"clear-day","Clear",1028.1,375.44,41.27,-80.67
"905",0.04,9.28,44,4.95,0.33,26.61,55.24,55.24,0,NA,"clear-day","Clear",1026.44,367.34,39.95,-81.9
"906",0.59,9.83,136,7.04,0.73,55.75,64.75,64.75,0,NA,"partly-cloudy-day","Partly Cloudy",1018,324.09,34.67,-99.27
"907",0.82,9.67,110,7.23,0.82,52.79,58.21,58.21,0.0023,NA,"partly-cloudy-day","Mostly Cloudy",1018.64,328.53,34.3,-97.02
"908",0.8,8.96,151,7.46,0.85,50.11,54.57,54.57,0.0035,NA,"partly-cloudy-day","Mostly Cloudy",1020.15,322.93,36.75,-96
"909",0.75,9.85,167,7.62,0.74,54.42,63,63,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.94,321.91,35.35,-99.2
"910",0.57,9.45,149,8.98,0.8,57.17,63.59,63.59,0,NA,"partly-cloudy-day","Partly Cloudy",1019.14,321.83,36.38,-97.8
"911",0.86,9.41,144,6.94,0.77,54.76,62.01,62.01,0,NA,"partly-cloudy-day","Mostly Cloudy",1018.38,325.75,34.65,-98.4
"912",0.24,10,168,12.63,0.42,46.14,70.61,70.61,0,NA,"clear-day","Clear",1015.7,322.05,36.3,-99.77
"913",0.51,9.75,170,8.08,0.77,56.02,63.37,63.37,0,NA,"partly-cloudy-day","Partly Cloudy",1018.03,323.84,35,-99.05
"914",0.68,9.52,133,6.84,0.76,54.66,62.15,62.15,0,NA,"partly-cloudy-day","Mostly Cloudy",1018.46,326.16,34.57,-98.42
"915",0.76,10,53,6.57,0.61,46.28,59.81,59.81,0,NA,"partly-cloudy-day","Mostly Cloudy",1019.29,330.89,34.88,-95.78
"916",0.8,9.71,126,6.07,0.74,52.13,60.64,60.64,0,NA,"partly-cloudy-day","Mostly Cloudy",1019.68,324.69,35.23,-97.47
"917",0.79,9.71,141,5.63,0.74,52.48,60.99,60.99,0,NA,"partly-cloudy-day","Mostly Cloudy",1019.64,323.02,35.4,-97.6
"918",0.85,9.44,141,6.48,0.74,53.3,61.68,61.68,0,NA,"partly-cloudy-day","Mostly Cloudy",1018.4,322.14,35.53,-97.65
"919",0.83,10,87,5.06,0.72,46.51,55.52,55.52,0,NA,"partly-cloudy-day","Mostly Cloudy",1019.48,330.65,34.68,-94.62
"920",0.85,9.64,142,10.79,0.71,52.7,62.12,62.12,0,NA,"partly-cloudy-day","Mostly Cloudy",1019.34,322.56,36.73,-97.1
"921",0.91,9.7,136,9.3,0.76,52.13,59.8,59.8,0,NA,"partly-cloudy-day","Mostly Cloudy",1019.24,322.25,36.16,-97.09
"922",0.61,9.5,133,5.55,0.75,51.48,59.28,59.28,0,NA,"partly-cloudy-day","Mostly Cloudy",1019.63,323.82,35.42,-97.38
"923",0.97,9.08,115,6.19,0.79,48.64,54.99,54.99,0,NA,"cloudy","Overcast",1020.51,324.03,36.2,-95.9
"924",0.47,9.54,130,10.54,0.8,57.2,63.45,63.45,0,NA,"partly-cloudy-day","Partly Cloudy",1019.12,321.76,36.33,-97.92
"925",0.6,9.92,160,10.83,0.7,43.95,53.34,53.34,0,NA,"partly-cloudy-day","Mostly Cloudy",1015.45,401.15,46.15,-123.88
"926",0.82,10,194,9.69,0.66,44.51,55.64,55.64,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.57,391.13,45.25,-122.75
"927",0.78,9.98,132,3.2,0.6,37.4,50.67,50.67,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.25,363.15,44.83,-117.82
"928",0.4,9.74,185,21.14,0.81,47.38,53.08,53.08,0,NA,"wind","Breezy and Partly Cloudy",1020.2,382.27,42.08,-124.47
"929",0.56,10,207,7.18,0.51,32.69,47.07,49.97,0,NA,"partly-cloudy-day","Partly Cloudy",1017.19,355.98,43.6,-118.95
"930",0.95,7.26,194,32.54,0.8,45.87,52,52,0,NA,"wind","Windy and Overcast",1015.6,398.7,43.38,-124.95
"931",0.81,9.97,237,2.61,0.68,41.37,51.45,51.45,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.25,386.34,45.68,-121.88
"932",1,10,173,9.46,0.71,45.42,54.76,54.76,0.0037,NA,"cloudy","Overcast",1015.74,391.51,44.5,-123.28
"933",0.53,10,208,8.51,0.67,44.25,54.93,54.93,0,NA,"partly-cloudy-day","Partly Cloudy",1017.09,389.44,44.12,-123.22
"934",0.59,9.98,178,8.09,0.7,44.42,54.1,54.1,0,NA,"partly-cloudy-day","Partly Cloudy",1017.21,394.53,45.53,-122.95
"935",0.69,10,206,7.19,0.55,33.5,46.01,49.09,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.13,359.95,42.15,-121.73
"936",0.71,9.98,163,3.27,0.57,37.03,51.88,51.88,0.001,NA,"partly-cloudy-day","Mostly Cloudy",1015.85,368.63,45.28,-118
"937",0.49,10,208,9.69,0.58,34.07,43.66,47.99,0,NA,"partly-cloudy-day","Partly Cloudy",1014.73,352.4,42.18,-120.35
"938",0.54,9.97,253,5.06,0.67,36.81,44.74,47.07,8e-04,NA,"partly-cloudy-day","Partly Cloudy",1018.11,371.43,45.5,-118.4
"939",0.62,10,224,5.56,0.49,39.33,58.43,58.43,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.34,370.5,42.37,-122.87
"940",0.56,9.97,171,9.37,0.75,45.9,53.66,53.66,0,NA,"partly-cloudy-day","Partly Cloudy",1016.69,398.92,44.63,-124.05
"941",0.48,9.97,187,13.51,0.71,47.51,56.98,56.98,0,NA,"partly-cloudy-day","Partly Cloudy",1015.31,393.92,43.42,-124.25
"942",0.01,8.99,212,3.04,0.51,40.42,58.22,58.22,0,NA,"clear-day","Clear",1015.53,355.28,44.02,-117.02
"943",0.44,10,252,4.54,0.46,35.6,55.84,55.84,0,NA,"partly-cloudy-day","Partly Cloudy",1016.7,376.62,45.68,-118.85
"944",0.56,10,183,5.34,0.68,44.77,55.3,55.3,0,NA,"partly-cloudy-day","Partly Cloudy",1017.29,392.51,45.6,-122.6
"945",0.26,10,222,9.39,0.39,29.18,53.76,53.76,0,NA,"partly-cloudy-day","Partly Cloudy",1014.83,371.69,44.27,-121.15
"946",0.64,10,187,8.44,0.53,41.18,58.47,58.47,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.01,383.38,43.23,-123.37
"947",0.62,10,187,8.34,0.71,45.59,54.66,54.66,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.01,392.03,44.92,-123
"948",0.47,9.95,202,8.2,0.6,32.2,40.9,45.26,0,NA,"partly-cloudy-day","Partly Cloudy",1017.53,378.12,42.62,-123.37
"949",0.97,9.99,297,4.29,0.55,39.91,55.76,55.76,0,NA,"cloudy","Overcast",1017.39,383.72,45.62,-121.15
"950",0.45,10,193,3.07,0.63,43.85,56.22,56.22,0,NA,"partly-cloudy-day","Partly Cloudy",1017.4,390.75,45.55,-122.4
"951",0,10,37,2.53,0.36,28.71,54.89,54.89,0,NA,"clear-day","Clear",1027.51,350.14,40.65,-75.43
"952",0.05,10,37,1.4,0.33,24.11,52.1,52.1,0,NA,"clear-day","Clear",1027.18,355.92,40.3,-78.32
"953",0.11,10,48,3.57,0.33,24.8,53.17,53.17,0,NA,"clear-day","Clear",1027.34,370.06,40.75,-80.33
"954",0.11,10,50,1.54,0.35,25.14,51.57,51.57,0,NA,"clear-day","Clear",1026.52,358.79,40.27,-79.09
"955",0.28,10,59,2.91,0.4,24.78,48.02,48.02,0,NA,"partly-cloudy-day","Partly Cloudy",1028.39,370.93,41.8,-78.63
"956",0.19,10,17,3.88,0.37,24.12,48.34,49.47,0,NA,"clear-day","Clear",1027.72,366.28,41.18,-78.9
"957",0.39,10,42,7.33,0.59,29.29,37.87,42.42,0,NA,"partly-cloudy-day","Partly Cloudy",1029.69,380.18,42.08,-80.18
"958",0.15,10,56,4.07,0.35,24.05,50.51,50.51,0,NA,"clear-day","Clear",1028.07,373.3,41.38,-79.87
"959",0.01,10,9,2.95,0.39,29.36,53.6,53.6,0,NA,"clear-day","Clear",1027.63,352.48,40.22,-76.85
"960",0.17,10,60,2.43,0.32,24.32,53.23,53.23,0,NA,"clear-day","Clear",1027.6,353.87,40.37,-77.42
"961",0.04,10,41,1.69,0.32,22.58,51.42,51.42,0,NA,"clear-day","Clear",1026.75,357.91,40.32,-78.83
"962",0,10,41,2.45,0.39,29.08,53.69,53.69,0,NA,"clear-day","Clear",1027.55,351.02,40.13,-76.3
"963",0.19,10,28,2.94,0.35,27.24,54.25,54.25,0,NA,"clear-day","Clear",1026.47,361.14,40.28,-79.4
"964",0,10,325,1.94,0.4,29.11,52.9,52.9,0,NA,"clear-day","Clear",1027.63,352.24,40.2,-76.77
"965",0.01,10,142,2.89,0.36,27.7,54.27,54.27,0,NA,"clear-day","Clear",1026.96,352.08,40.43,-76.57
"966",0,10,92,2.71,0.34,28.39,56.23,56.23,0,NA,"clear-day","Clear",1027.51,349.5,40.08,-75.02
"967",0,10,63,4.92,0.36,29.15,55.92,55.92,0,NA,"clear-day","Clear",1027.51,349.36,39.88,-75.25
"968",1,10,40,1.57,0.39,24.89,49.05,49.05,0,NA,"cloudy","Overcast",1028.09,364.94,41.47,-78.13
"969",0.07,10,37,3.79,0.33,25.02,53.72,53.72,0,NA,"clear-day","Clear",1026.68,365.18,40.35,-79.93
"970",0.1,10,74,4.23,0.31,22.94,53.04,53.04,0,NA,"clear-day","Clear",1027,367.67,40.5,-80.22
"971",0,10,25,1.03,0.36,26.72,53.1,53.1,0,NA,"clear-day","Clear",1027.54,350.89,40.38,-75.97
"972",0.01,10,56,0.48,0.4,29.54,53.01,53.01,0,NA,"clear-day","Clear",1027.34,351.66,39.73,-77.43
"973",0.08,10,20,2.44,0.33,25.16,53.3,53.3,0,NA,"clear-day","Clear",1027.66,358.05,40.85,-77.83
"974",0.02,10,16,4.63,0.36,26.16,52.1,52.1,0,NA,"clear-day","Clear",1027.64,353.86,41.33,-75.73
"975",0.12,10,101,2.85,0.37,28.08,54.04,54.04,0,NA,"clear-day","Clear",1027.94,357.19,41.25,-76.92
"976",0,10,15,1.8,0.35,27.94,54.97,54.97,0,NA,"clear-day","Clear",1027.53,349.54,40.2,-75.15
"977",0.01,10,92,8.69,0.59,33.68,42.91,47.07,0,NA,"clear-day","Clear",1026.98,348.35,41.17,-71.58
"978",0.02,10,91,3.9,0.43,31.13,52.84,52.84,0,NA,"clear-day","Clear",1026.52,349.82,41.6,-71.42
"979",0.18,10,51,3.61,0.37,28.37,54.05,54.05,0,NA,"clear-day","Clear",1026.53,350.44,41.73,-71.43
"980",0,10,84,11.02,0.54,30.41,41.02,46.25,0,NA,"clear-day","Clear",1026.97,349.01,41.36,-71.25
"981",0.3,10,79,8.73,0.46,45.74,66.92,66.92,0,NA,"partly-cloudy-day","Partly Cloudy",1022.65,318.44,34.5,-82.72
"982",0.85,9.69,53,10.53,0.71,57.93,67.61,67.61,0,NA,"partly-cloudy-day","Mostly Cloudy",1021.72,319.52,32.48,-80.72
"983",0.69,9.96,67,10.75,0.59,53.99,68.8,68.8,0,NA,"partly-cloudy-day","Mostly Cloudy",1022.58,322.89,32.9,-80.03
"984",0.52,10,72,8.48,0.53,51.15,68.82,68.82,0,NA,"partly-cloudy-day","Partly Cloudy",1023.78,321.63,33.95,-81.12
"985",0.01,10,42,9.45,0.49,49.38,69.1,69.1,0,NA,"clear-day","Clear",1022.94,326.87,34.18,-79.72
"986",0.39,10,81,4.83,0.42,43.03,66.53,66.53,0,NA,"partly-cloudy-day","Partly Cloudy",1022.96,323.04,34.85,-82.35
"987",0.27,10,82,5.18,0.43,43.38,66.72,66.72,0,NA,"partly-cloudy-day","Partly Cloudy",1023.05,323.97,34.9,-82.22
"988",0.71,10,61,7.2,0.56,51.32,67.74,67.74,0,NA,"partly-cloudy-day","Mostly Cloudy",1023.55,322.67,33.92,-80.8
"989",0.02,10,87,9.85,0.58,51.66,66.86,66.86,0,NA,"clear-day","Clear",1022.22,328.29,33.68,-78.93
"990",0.04,10,99,7.86,0.55,51.41,68.03,68.03,0,NA,"clear-day","Clear",1022.2,328.97,33.82,-78.72
"991",0.56,10,46,7.71,0.54,51.07,68.52,68.52,0,NA,"partly-cloudy-day","Partly Cloudy",1022.98,323.78,33.97,-80.47
"992",0.22,10,77,4.17,0.41,42.4,66.91,66.91,0,NA,"clear-day","Clear",1023.17,325.03,34.92,-81.96
"993",0.03,10,76,5.24,0.33,36.08,66.3,66.3,0,NA,"clear-day","Clear",1015.06,334.34,45.45,-98.43
"994",0.03,10,83,6.21,0.39,40.99,67.11,67.11,0,NA,"clear-day","Clear",1015.69,330.17,44.3,-96.8
"995",0.04,10,115,6.87,0.42,45.22,69.22,69.22,0,NA,"clear-day","Clear",1013.07,324.29,43.8,-99.32
"996",0.04,10,116,6.66,0.42,44.58,68.36,68.36,0,NA,"clear-day","Clear",1013.04,324.17,43.75,-99.32
"997",0.17,10,201,10.3,0.25,31.32,69.05,69.05,0,NA,"clear-day","Clear",1008.7,333.83,43.77,-103.6
"998",0.01,10,163,20.42,0.27,38.41,74.18,74.18,0,NA,"clear-day","Clear",1010.36,337.12,44.15,-103.1
"999",0.04,10,108,7,0.37,41.75,69.23,69.23,0,NA,"clear-day","Clear",1014.1,327.92,44.38,-98.22
"1000",0.07,10,133,18.45,0.28,35.58,70.47,70.47,0,NA,"clear-day","Clear",1010.44,338.68,45.93,-102.17
"1001",0.03,10,162,3.88,0.42,44.49,68.57,68.57,0,NA,"clear-day","Clear",1013.81,324.67,43.77,-98.03
"1002",0.02,10,151,13.34,0.29,35.05,68.65,68.65,0,NA,"clear-day","Clear",1013.18,338.51,45.53,-100.43
"1003",0.02,10,126,13.96,0.34,41.78,71.77,71.77,0,NA,"clear-day","Clear",1011.17,338.76,44.05,-101.6
